date,pm2_5,pm10,carbon_monoxide,dust,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,precipitation,surface_pressure,month,exceed,pm25_tomorrow,danger_tomorrow,actual,predicted,pm25_change
2025-12-06,32.03333333333333,32.15833333333333,1350.4583333333333,0.0,23.545833333333334,79.66666666666667,3.5708333333333333,242.875,0.7999999999999999,979.75,12,False,37.583333333333336,1,1,0,5.550000000000004
2026-02-10,31.1875,31.59166666666667,1272.0416666666667,0.0,24.383333333333336,71.83333333333333,3.0208333333333335,198.58333333333334,0.0,978.7333333333332,2,False,38.69166666666667,1,1,0,7.50416666666667
2026-02-21,32.59166666666667,32.916666666666664,1463.4166666666667,0.125,25.170833333333334,77.875,3.3541666666666665,249.95833333333334,0.0,975.3333333333334,2,False,48.09166666666667,1,1,0,15.5
2026-03-11,34.204166666666666,35.80416666666667,1484.25,3.0416666666666665,22.620833333333334,78.75,5.341666666666666,257.2916666666667,3.7,979.3249999999999,3,False,39.975,1,1,0,5.770833333333336
2026-04-26,30.420833333333334,34.24166666666667,1419.125,6.958333333333333,27.224999999999998,73.91666666666667,3.525,213.54166666666666,0.5,974.9958333333334,4,False,41.5625,1,1,0,11.141666666666666
